Time Interval,Edge 1,Edge 2,Edge 3,Edge 4,Edge 5,Edge 6,Edge 7,Edge 8,Edge 9,Edge 10,Edge 11,Edge 12,Edge 13,Edge 14,Edge 15,Edge 16,Edge 17,Edge 18,Edge 19
2024-06-05 15:45:00 - 2024-06-05 15:50:00,74,48,29,8,9,0,18,36,38,20,31,5,20,18,11,11,52,8,62
2024-06-05 15:50:00 - 2024-06-05 15:55:00,76,47,31,11,16,0,23,36,41,13,18,5,13,17,5,8,41,5,58
2024-06-05 15:55:00 - 2024-06-05 16:00:00,70,42,36,11,18,0,31,33,37,20,26,11,29,8,6,21,56,9,50
2024-06-05 16:00:00 - 2024-06-05 16:05:00,64,39,51,9,10,0,26,45,45,16,24,8,21,8,8,15,41,8,77
2024-06-05 16:05:00 - 2024-06-05 16:10:00,88,51,46,16,11,0,24,41,31,19,31,6,23,8,12,14,44,9,59
2024-06-05 16:10:00 - 2024-06-05 16:15:00,70,36,43,17,11,0,21,53,52,18,27,10,19,27,9,16,51,9,63
2024-06-05 16:15:00 - 2024-06-05 16:20:00,85,54,33,10,12,0,37,32,41,25,30,12,37,9,5,25,68,10,52
2024-06-05 16:20:00 - 2024-06-05 16:25:00,78,41,50,18,13,0,33,48,41,25,34,8,32,14,9,20,59,10,77
2024-06-05 16:25:00 - 2024-06-05 16:30:00,107,61,43,20,12,0,44,48,39,16,25,13,31,21,9,30,53,13,81
2024-06-05 16:30:00 - 2024-06-05 16:35:00,88,44,63,23,18,0,46,57,59,34,44,6,38,13,10,15,50,9,108
2024-06-05 16:35:00 - 2024-06-05 16:40:00,96,57,71,15,16,0,36,69,53,26,37,12,40,21,11,22,78,11,96
2024-06-05 16:40:00 - 2024-06-05 16:45:00,95,55,70,17,7,0,47,66,64,35,40,7,37,18,5,29,67,12,108
2024-06-05 16:45:00 - 2024-06-05 16:50:00,100,55,60,21,11,0,55,61,43,26,38,9,40,21,12,25,63,13,107
2024-06-05 16:50:00 - 2024-06-05 16:55:00,104,60,56,18,10,0,28,58,57,32,40,6,43,21,8,30,56,13,95
2024-06-05 16:55:00 - 2024-06-05 17:00:00,114,72,78,14,2,0,46,77,70,16,27,7,37,24,11,20,89,11,81
2024-06-05 17:00:00 - 2024-06-05 17:05:00,117,63,66,26,13,0,30,69,65,19,27,7,24,26,8,21,62,10,99
2024-06-05 17:05:00 - 2024-06-05 17:10:00,121,69,63,23,18,0,44,60,44,17,28,8,39,16,11,31,69,14,98
2024-06-05 17:10:00 - 2024-06-05 17:15:00,110,67,48,16,10,0,45,55,69,21,32,22,33,25,11,27,81,13,89
2024-06-05 17:15:00 - 2024-06-05 17:20:00,86,51,44,15,13,0,28,53,45,19,33,13,38,26,14,24,71,13,103
2024-06-05 17:20:00 - 2024-06-05 17:25:00,97,57,52,16,14,0,51,50,60,11,22,7,37,14,11,15,56,9,82
2024-06-05 17:25:00 - 2024-06-05 17:30:00,93,53,31,18,6,0,28,33,51,15,25,10,27,12,10,8,65,6,90
2024-06-05 17:30:00 - 2024-06-05 17:35:00,105,62,44,18,7,0,30,48,54,13,19,5,26,20,6,21,59,9,73
2024-06-05 17:35:00 - 2024-06-05 17:40:00,95,55,45,17,8,0,34,46,44,9,18,5,20,16,9,17,59,9,88
2024-06-05 17:40:00 - 2024-06-05 17:45:00,73,44,33,12,14,0,31,33,42,15,20,4,33,10,5,23,38,10,61
2024-06-05 17:45:00 - 2024-06-05 17:50:00,103,60,46,18,11,0,41,45,40,11,20,6,42,13,9,29,61,13,73
2024-06-05 17:50:00 - 2024-06-05 17:55:00,130,72,47,27,8,0,43,54,47,18,33,12,34,25,15,37,60,18,81
2024-06-05 17:55:00 - 2024-06-05 18:00:00,120,67,41,24,17,0,36,39,61,18,28,16,31,11,10,37,54,16,101
2024-06-06 06:00:00 - 2024-06-06 06:05:00,21,13,4,3,2,0,4,3,6,1,1,0,4,0,0,1,3,1,5
2024-06-06 06:05:00 - 2024-06-06 06:10:00,15,9,5,3,3,0,4,5,3,2,4,4,2,1,2,1,6,1,10
2024-06-06 06:10:00 - 2024-06-06 06:15:00,9,6,5,1,2,0,2,4,2,2,4,2,4,0,2,2,0,2,6
2024-06-06 06:15:00 - 2024-06-06 06:20:00,7,5,4,1,2,0,7,3,1,1,1,2,2,0,0,1,1,1,13
2024-06-06 06:20:00 - 2024-06-06 06:25:00,18,12,6,2,2,0,2,5,5,2,4,3,6,0,2,3,2,2,6
2024-06-06 06:25:00 - 2024-06-06 06:30:00,24,18,6,1,3,0,8,6,12,2,4,1,5,2,2,4,9,2,12
2024-06-06 06:30:00 - 2024-06-06 06:35:00,31,19,9,5,6,0,11,10,11,2,3,0,8,4,1,5,9,2,17
2024-06-06 06:35:00 - 2024-06-06 06:40:00,30,19,11,4,1,0,5,9,9,1,2,0,10,0,1,7,6,3,19
2024-06-06 06:40:00 - 2024-06-06 06:45:00,26,20,11,0,6,0,10,10,10,4,6,0,10,2,2,9,8,4,9
2024-06-06 06:45:00 - 2024-06-06 06:50:00,42,27,9,5,6,0,13,10,18,4,7,4,10,4,3,6,18,3,27
2024-06-06 06:50:00 - 2024-06-06 06:55:00,54,33,17,9,7,0,8,18,13,6,10,4,12,6,4,8,17,4,24
2024-06-06 06:55:00 - 2024-06-06 07:00:00,47,31,20,5,4,0,21,19,28,3,6,4,6,5,3,5,17,3,41
2024-06-06 07:00:00 - 2024-06-06 07:05:00,42,27,12,5,6,0,10,14,15,9,12,5,8,6,3,4,21,3,44
2024-06-06 07:05:00 - 2024-06-06 07:10:00,50,34,12,4,8,0,18,12,26,5,9,6,10,3,4,9,21,5,47
2024-06-06 07:10:00 - 2024-06-06 07:15:00,49,30,21,7,5,0,15,21,19,11,12,8,17,6,1,9,20,4,54
2024-06-06 07:15:00 - 2024-06-06 07:20:00,74,48,27,8,9,0,21,24,20,7,9,9,17,4,2,7,18,3,52
2024-06-06 07:20:00 - 2024-06-06 07:25:00,60,39,25,7,9,0,13,27,24,5,8,8,12,10,3,6,32,3,68
2024-06-06 07:25:00 - 2024-06-06 07:30:00,70,50,26,3,7,0,18,24,37,8,15,2,28,5,7,14,29,7,51
2024-06-06 07:30:00 - 2024-06-06 07:35:00,69,45,25,8,5,0,25,28,36,10,17,7,22,12,7,11,36,6,71
2024-06-06 07:35:00 - 2024-06-06 07:40:00,58,36,36,9,8,0,21,33,28,7,9,11,19,8,2,14,29,6,76
2024-06-06 07:40:00 - 2024-06-06 07:45:00,73,48,49,7,15,0,20,43,38,13,17,11,17,8,4,14,38,6,61
2024-06-06 07:45:00 - 2024-06-06 07:50:00,84,55,39,9,9,0,27,38,26,4,8,8,23,11,4,13,31,6,48
2024-06-06 07:50:00 - 2024-06-06 07:55:00,74,49,44,7,13,0,33,44,34,13,15,8,19,14,2,9,27,4,40
2024-06-06 07:55:00 - 2024-06-06 08:00:00,80,51,44,10,15,0,25,40,21,9,12,7,11,9,3,5,25,3,27
2024-06-06 08:00:00 - 2024-06-06 08:05:00,77,48,42,10,14,0,18,36,28,21,27,15,20,6,6,12,24,6,32
2024-06-06 08:05:00 - 2024-06-06 08:10:00,84,59,23,5,9,0,33,30,39,8,14,10,22,16,6,17,33,8,31
2024-06-06 08:10:00 - 2024-06-06 08:15:00,90,60,39,9,18,0,40,39,36,16,24,5,21,13,8,12,28,7,39
2024-06-06 08:15:00 - 2024-06-06 08:20:00,117,76,45,12,12,0,30,44,32,16,23,18,26,13,7,17,30,8,36
2024-06-06 08:20:00 - 2024-06-06 08:25:00,62,34,39,13,20,0,29,37,27,18,28,8,32,10,10,15,30,9,34
2024-06-06 08:25:00 - 2024-06-06 08:30:00,124,81,50,12,18,0,27,48,31,21,29,16,18,13,8,12,28,7,34
2024-06-06 08:30:00 - 2024-06-06 08:35:00,97,58,44,15,19,0,49,39,43,25,32,12,16,8,7,12,26,7,38
2024-06-06 08:35:00 - 2024-06-06 08:40:00,72,46,50,9,14,0,28,51,33,8,17,15,28,17,9,17,26,9,32
2024-06-06 08:40:00 - 2024-06-06 08:45:00,70,48,43,5,21,0,29,40,22,13,18,23,18,10,5,13,23,6,20
2024-06-06 08:45:00 - 2024-06-06 08:50:00,93,59,42,12,19,0,30,44,36,17,18,12,27,16,1,14,24,5,29
2024-06-06 08:50:00 - 2024-06-06 08:55:00,75,40,36,17,15,0,37,36,29,19,26,13,30,12,7,25,25,11,34
2024-06-06 08:55:00 - 2024-06-06 09:00:00,106,66,37,14,18,0,31,37,30,19,22,17,16,12,3,11,40,5,38
2024-06-06 09:00:00 - 2024-06-06 09:05:00,72,46,40,9,16,0,25,40,45,15,22,13,18,13,7,9,32,6,28
2024-06-06 09:05:00 - 2024-06-06 09:10:00,66,45,28,5,18,0,27,31,36,26,29,10,16,13,3,12,21,5,31
2024-06-06 09:10:00 - 2024-06-06 09:15:00,66,44,32,6,18,0,22,28,37,16,23,13,16,5,7,8,24,5,31
2024-06-06 09:15:00 - 2024-06-06 09:20:00,55,36,32,6,12,0,18,31,24,13,19,15,17,9,6,9,25,5,32
2024-06-06 09:20:00 - 2024-06-06 09:25:00,68,47,40,5,9,0,28,40,31,9,15,12,16,13,6,19,33,9,26
2024-06-06 09:25:00 - 2024-06-06 09:30:00,60,38,29,8,12,0,27,28,26,15,27,13,16,8,12,13,18,9,40
2024-06-06 09:30:00 - 2024-06-06 09:35:00,62,39,41,8,13,0,22,39,31,11,16,10,15,11,5,10,20,5,28
2024-06-06 09:35:00 - 2024-06-06 09:40:00,56,39,23,4,9,0,24,27,26,11,23,6,17,13,12,11,33,8,29
2024-06-06 09:40:00 - 2024-06-06 09:45:00,57,39,40,5,7,0,29,44,36,14,24,12,17,18,10,9,36,7,47
2024-06-06 09:45:00 - 2024-06-06 09:50:00,63,45,22,3,14,0,20,24,23,12,23,7,14,10,11,10,33,7,37
2024-06-06 09:50:00 - 2024-06-06 09:55:00,58,38,30,6,10,0,30,31,39,10,13,4,25,11,3,16,29,7,45
2024-06-06 09:55:00 - 2024-06-06 10:00:00,52,32,30,8,8,0,14,31,23,19,29,7,13,11,10,11,32,7,35
2024-06-06 10:00:00 - 2024-06-06 10:05:00,56,33,29,9,13,0,20,28,35,11,15,8,15,8,4,12,21,6,27
2024-06-06 10:05:00 - 2024-06-06 10:10:00,59,40,22,5,7,0,22,29,27,6,17,4,24,16,11,11,32,8,32
2024-06-06 10:10:00 - 2024-06-06 10:15:00,65,42,21,8,10,0,23,27,29,15,23,9,13,15,8,11,30,7,27
2024-06-06 10:15:00 - 2024-06-06 10:20:00,67,44,17,7,7,0,20,21,25,14,26,11,15,11,12,9,35,7,26
2024-06-06 10:20:00 - 2024-06-06 10:25:00,33,19,31,6,9,0,24,37,27,16,19,9,11,18,3,7,39,4,41
2024-06-06 10:25:00 - 2024-06-06 10:30:00,66,39,28,11,8,0,14,29,34,9,17,4,13,10,8,13,32,7,48
2024-06-06 10:30:00 - 2024-06-06 10:35:00,48,25,26,12,20,0,22,27,34,22,29,6,15,10,7,9,32,6,32
2024-06-06 10:35:00 - 2024-06-06 10:40:00,48,33,29,4,15,0,19,33,30,12,18,13,13,15,6,10,45,6,44
2024-06-06 10:40:00 - 2024-06-06 10:45:00,63,38,32,10,14,0,21,33,38,10,13,7,14,12,3,11,34,5,29
2024-06-06 10:45:00 - 2024-06-06 10:50:00,58,32,35,12,20,0,15,39,27,15,21,8,16,16,6,7,26,5,36
2024-06-06 10:50:00 - 2024-06-06 10:55:00,58,36,36,8,12,0,17,36,33,12,19,7,16,11,7,11,31,6,39
2024-06-06 10:55:00 - 2024-06-06 11:00:00,77,53,29,6,9,0,20,35,36,14,27,10,12,17,13,10,39,8,34
2024-06-06 11:00:00 - 2024-06-06 11:05:00,56,31,38,12,13,0,16,42,32,13,19,8,9,17,6,11,35,6,36
2024-06-06 11:05:00 - 2024-06-06 11:10:00,74,49,27,7,17,0,30,30,43,23,33,6,16,13,10,11,36,7,58
2024-06-06 11:10:00 - 2024-06-06 11:15:00,59,44,25,1,13,0,31,30,41,12,23,7,20,15,11,9,47,7,55
2024-06-06 11:15:00 - 2024-06-06 11:20:00,63,39,33,9,11,0,21,31,27,15,26,13,14,8,11,11,46,8,51
2024-06-06 11:20:00 - 2024-06-06 11:25:00,67,42,28,9,12,0,30,30,40,15,26,8,20,12,11,14,39,9,56
2024-06-06 11:25:00 - 2024-06-06 11:30:00,64,42,32,7,13,0,19,35,34,26,29,12,12,14,3,14,31,6,43
2024-06-06 11:30:00 - 2024-06-06 11:35:00,65,39,32,11,9,0,22,36,37,14,23,12,20,16,9,13,44,8,46
2024-06-06 11:35:00 - 2024-06-06 11:40:00,82,50,37,12,17,0,21,39,45,17,21,7,12,15,4,6,51,4,55
2024-06-06 11:40:00 - 2024-06-06 11:45:00,87,50,37,16,14,0,24,37,50,21,29,7,15,12,8,10,53,6,52
2024-06-06 11:45:00 - 2024-06-06 11:50:00,80,47,43,14,15,0,21,39,45,19,27,12,11,8,8,7,35,5,58
2024-06-06 11:50:00 - 2024-06-06 11:55:00,75,48,55,9,13,0,26,48,41,27,42,9,15,9,15,5,41,7,49
2024-06-06 11:55:00 - 2024-06-06 12:00:00,66,42,39,8,15,0,27,43,36,25,36,9,19,18,11,15,45,9,55
2024-06-06 12:00:00 - 2024-06-06 12:05:00,64,35,35,14,14,0,15,42,49,35,46,13,19,21,11,15,55,9,77
2024-06-06 12:05:00 - 2024-06-06 12:10:00,83,54,41,9,16,0,17,40,37,16,33,9,25,12,17,14,31,11,81
2024-06-06 12:10:00 - 2024-06-06 12:15:00,53,37,21,3,14,0,27,34,39,19,28,10,25,24,9,12,52,7,72
2024-06-06 12:15:00 - 2024-06-06 12:20:00,85,55,33,9,17,0,42,40,33,27,40,12,32,20,13,13,50,9,68
2024-06-06 12:20:00 - 2024-06-06 12:25:00,60,42,30,3,7,0,37,33,45,19,32,16,19,14,13,17,49,10,55
2024-06-06 12:25:00 - 2024-06-06 12:30:00,52,31,32,9,13,0,21,36,26,16,35,13,22,15,19,16,39,12,65
2024-06-06 12:30:00 - 2024-06-06 12:35:00,66,45,30,5,20,0,23,38,38,16,31,9,28,20,15,15,39,10,66
2024-06-06 12:35:00 - 2024-06-06 12:40:00,74,51,33,6,12,0,27,37,31,24,39,15,17,16,15,13,42,10,63
2024-06-06 12:40:00 - 2024-06-06 12:45:00,72,42,30,13,13,0,31,30,56,7,13,10,24,10,6,14,40,7,58
2024-06-06 12:45:00 - 2024-06-06 12:50:00,107,65,34,16,12,0,22,44,51,21,30,4,15,24,9,8,39,6,46
2024-06-06 12:50:00 - 2024-06-06 12:55:00,80,53,53,8,16,0,25,51,56,27,36,10,18,14,9,27,52,12,64
2024-06-06 12:55:00 - 2024-06-06 13:00:00,90,57,27,12,12,0,29,30,44,19,29,6,26,12,10,14,35,8,57
2024-06-06 13:00:00 - 2024-06-06 13:05:00,63,40,35,8,10,0,23,36,37,14,25,10,24,12,11,15,33,9,47
2024-06-06 13:05:00 - 2024-06-06 13:10:00,88,55,39,12,17,0,32,47,36,23,41,13,20,23,18,7,38,9,55
2024-06-06 13:10:00 - 2024-06-06 13:15:00,79,49,25,11,14,0,31,30,44,15,28,14,21,14,13,15,46,10,52
2024-06-06 13:15:00 - 2024-06-06 13:20:00,64,38,31,11,13,0,16,32,34,19,31,17,23,11,12,19,37,11,52
2024-06-06 13:20:00 - 2024-06-06 13:25:00,73,45,28,11,18,0,33,30,38,19,32,4,29,11,13,21,44,12,54
2024-06-06 13:25:00 - 2024-06-06 13:30:00,66,38,30,12,10,0,19,35,31,9,20,11,18,16,11,8,42,7,52
2024-06-06 13:30:00 - 2024-06-06 13:35:00,88,58,37,9,22,0,35,42,41,19,28,7,11,19,9,15,44,8,50
2024-06-06 13:35:00 - 2024-06-06 13:40:00,87,59,35,7,20,0,20,37,44,20,34,11,15,14,14,12,53,9,65
2024-06-06 13:40:00 - 2024-06-06 13:45:00,67,38,31,13,19,0,25,33,48,18,33,15,22,13,15,13,46,10,72
2024-06-06 13:45:00 - 2024-06-06 13:50:00,61,39,32,8,12,0,26,39,44,15,35,10,21,19,20,15,38,12,57
2024-06-06 13:50:00 - 2024-06-06 13:55:00,74,46,43,10,9,0,34,41,48,24,42,5,29,11,18,18,53,12,47
2024-06-06 13:55:00 - 2024-06-06 14:00:00,77,47,40,12,14,0,28,43,58,24,28,8,15,17,4,12,50,6,74
2024-06-06 14:00:00 - 2024-06-06 14:05:00,66,39,39,12,10,0,18,37,48,21,36,12,22,10,15,17,43,11,74
2024-06-06 14:05:00 - 2024-06-06 14:10:00,73,48,33,7,12,0,25,33,44,17,28,3,15,11,11,11,36,8,43
2024-06-06 14:10:00 - 2024-06-06 14:15:00,67,39,34,12,13,0,23,37,42,9,17,10,26,15,8,18,42,9,53
2024-06-06 14:15:00 - 2024-06-06 14:20:00,70,48,26,5,15,0,26,30,39,19,28,7,16,13,9,9,41,6,52
2024-06-06 14:20:00 - 2024-06-06 14:25:00,83,48,43,15,13,0,18,52,49,23,34,9,19,26,11,13,45,8,72
2024-06-06 14:25:00 - 2024-06-06 14:30:00,53,27,38,13,16,0,26,37,44,18,22,11,21,11,4,13,53,6,62
2024-06-06 14:30:00 - 2024-06-06 14:35:00,82,49,30,13,15,0,23,30,28,16,23,8,25,10,7,16,38,8,70
2024-06-06 14:35:00 - 2024-06-06 14:40:00,78,48,34,12,19,0,21,31,46,17,25,12,18,7,8,11,36,7,43
2024-06-06 14:40:00 - 2024-06-06 14:45:00,84,54,35,9,13,0,27,39,51,27,42,10,18,17,15,10,36,9,67
2024-06-06 14:45:00 - 2024-06-06 14:50:00,72,48,25,6,17,0,29,32,53,20,26,11,21,17,6,24,68,10,86
2024-06-06 14:50:00 - 2024-06-06 14:55:00,69,48,27,5,16,0,29,30,55,16,30,10,30,13,14,26,56,14,59
2024-06-06 14:55:00 - 2024-06-06 15:00:00,90,54,26,14,11,0,34,32,32,15,27,11,27,16,12,16,49,10,66
2024-06-06 15:00:00 - 2024-06-06 15:05:00,75,48,34,9,18,0,37,42,57,23,32,8,26,21,9,18,47,9,52
2024-06-06 15:05:00 - 2024-06-06 15:10:00,69,47,23,6,19,0,36,30,48,24,38,12,27,17,14,12,56,9,70
2024-06-06 15:10:00 - 2024-06-06 15:15:00,95,59,32,13,16,0,24,34,55,17,25,6,16,13,8,13,46,7,53
2024-06-06 15:15:00 - 2024-06-06 15:20:00,87,54,28,12,19,0,34,33,45,11,19,12,22,15,8,16,43,8,66
2024-06-06 15:20:00 - 2024-06-06 15:25:00,70,43,34,10,20,0,32,35,46,23,35,6,22,12,12,13,55,9,58
2024-06-06 15:25:00 - 2024-06-06 15:30:00,89,51,37,17,15,0,34,38,43,21,25,11,24,13,4,14,52,6,59
2024-06-06 15:30:00 - 2024-06-06 15:35:00,73,39,29,16,10,0,33,30,34,21,28,14,28,10,7,20,42,9,66
2024-06-06 15:35:00 - 2024-06-06 15:40:00,97,63,39,11,11,0,38,40,52,14,17,14,21,14,3,15,45,6,75
2024-06-06 15:40:00 - 2024-06-06 15:45:00,74,37,34,19,18,0,27,35,43,26,31,7,21,12,5,10,44,5,65
2024-06-06 15:45:00 - 2024-06-06 15:50:00,115,71,32,16,17,0,33,34,65,22,32,10,32,13,10,19,67,10,49
2024-06-06 15:50:00 - 2024-06-06 15:55:00,99,55,48,20,15,0,31,53,55,17,26,12,24,22,9,14,62,8,75
2024-06-06 15:55:00 - 2024-06-06 16:00:00,124,72,35,21,16,0,37,41,41,22,29,13,32,19,7,18,59,9,68
2024-06-06 16:00:00 - 2024-06-06 16:05:00,87,52,45,14,14,0,31,45,55,14,23,10,22,14,9,12,44,7,70
2024-06-06 16:05:00 - 2024-06-06 16:10:00,90,54,47,14,19,0,31,45,38,24,32,11,28,13,8,21,56,10,63
2024-06-06 16:10:00 - 2024-06-06 16:15:00,86,51,43,14,23,0,39,39,49,19,26,7,36,9,7,23,49,10,63
2024-06-06 16:15:00 - 2024-06-06 16:20:00,108,67,45,15,18,0,29,49,48,21,33,15,29,20,12,22,64,12,73
2024-06-06 16:20:00 - 2024-06-06 16:25:00,94,60,50,12,25,0,46,51,60,21,31,15,32,18,10,25,88,12,92
2024-06-06 16:25:00 - 2024-06-06 16:30:00,116,67,43,21,18,0,46,46,59,26,38,13,35,18,12,23,78,12,83
2024-06-06 16:30:00 - 2024-06-06 16:35:00,120,68,53,23,14,0,51,58,67,30,45,14,37,24,15,28,71,15,109
2024-06-06 16:35:00 - 2024-06-06 16:40:00,141,74,77,33,17,0,56,72,77,50,64,15,49,19,14,31,77,15,132
2024-06-06 16:40:00 - 2024-06-06 16:45:00,125,72,89,22,14,0,73,90,79,33,44,19,59,30,11,24,109,12,127
2024-06-06 16:45:00 - 2024-06-06 16:50:00,153,94,73,21,17,0,66,74,81,27,37,18,53,25,10,39,75,17,110
2024-06-06 16:50:00 - 2024-06-06 16:55:00,109,63,58,19,26,0,61,60,68,29,41,10,49,22,12,38,78,17,143
2024-06-06 16:55:00 - 2024-06-06 17:00:00,158,96,54,24,18,0,48,56,53,30,51,15,47,20,21,31,74,18,87
2024-06-06 17:00:00 - 2024-06-06 17:05:00,124,72,52,22,21,0,53,51,63,44,55,14,41,15,11,21,93,11,111
2024-06-06 17:05:00 - 2024-06-06 17:10:00,109,66,47,17,16,0,57,45,55,17,31,13,55,13,14,43,76,19,124
2024-06-06 17:10:00 - 2024-06-06 17:15:00,125,76,65,18,23,0,58,65,73,23,34,12,44,21,11,38,71,17,100
2024-06-06 17:15:00 - 2024-06-06 17:20:00,128,77,51,20,14,0,56,57,69,18,36,9,60,24,18,45,76,21,102
2024-06-06 17:20:00 - 2024-06-06 17:25:00,127,73,51,23,14,0,65,53,64,21,32,17,61,19,11,39,59,17,110
2024-06-06 17:25:00 - 2024-06-06 17:30:00,127,69,47,27,12,0,70,47,53,23,41,27,47,15,18,36,86,18,106
2024-06-06 17:30:00 - 2024-06-06 17:35:00,114,63,49,23,15,0,62,55,55,16,35,8,54,24,19,39,52,20,85
2024-06-06 17:35:00 - 2024-06-06 17:40:00,146,84,56,26,13,0,62,54,60,21,31,15,58,15,10,35,61,15,79
2024-06-06 17:40:00 - 2024-06-06 17:45:00,113,66,32,20,11,0,65,44,44,20,39,9,62,26,19,41,67,20,107
2024-06-06 17:45:00 - 2024-06-06 17:50:00,125,70,43,24,15,0,59,52,45,12,21,7,60,26,9,46,56,19,72
2024-06-06 17:50:00 - 2024-06-06 17:55:00,131,82,38,17,10,0,61,37,59,26,43,15,46,11,17,29,52,16,87
2024-06-06 17:55:00 - 2024-06-06 18:00:00,127,80,31,16,15,0,55,33,59,32,40,11,43,13,8,35,57,15,87
2024-06-07 06:00:00 - 2024-06-07 06:05:00,18,9,4,6,1,0,5,3,3,2,4,1,7,0,2,4,2,2,7
2024-06-07 06:05:00 - 2024-06-07 06:10:00,12,9,5,1,1,0,2,4,8,1,1,1,1,0,0,2,5,1,6
2024-06-07 06:10:00 - 2024-06-07 06:15:00,12,8,2,2,3,0,3,3,5,2,2,1,5,1,0,1,4,1,7
2024-06-07 06:15:00 - 2024-06-07 06:20:00,17,12,3,2,2,0,3,3,2,1,1,1,3,1,0,5,2,2,10
2024-06-07 06:20:00 - 2024-06-07 06:25:00,21,15,6,2,2,0,11,5,7,1,1,4,7,0,0,4,3,2,7
2024-06-07 06:25:00 - 2024-06-07 06:30:00,25,18,13,1,4,0,13,12,5,2,5,4,11,2,3,3,7,2,10
2024-06-07 06:30:00 - 2024-06-07 06:35:00,23,14,8,4,3,0,8,9,8,2,3,4,5,3,1,3,9,2,19
2024-06-07 06:35:00 - 2024-06-07 06:40:00,49,34,14,3,7,0,16,13,16,5,7,1,11,3,2,9,12,4,19
2024-06-07 06:40:00 - 2024-06-07 06:45:00,34,22,15,4,4,0,9,15,18,10,11,6,9,5,1,5,14,2,24
2024-06-07 06:45:00 - 2024-06-07 06:50:00,46,30,18,5,6,0,10,18,19,8,11,2,6,5,3,7,16,4,25
2024-06-07 06:50:00 - 2024-06-07 06:55:00,68,45,12,6,8,0,16,13,17,10,10,2,11,5,0,7,18,3,19
2024-06-07 06:55:00 - 2024-06-07 07:00:00,59,43,17,2,10,0,14,22,31,8,13,3,9,12,5,6,27,4,40
2024-06-07 07:00:00 - 2024-06-07 07:05:00,51,33,26,6,16,0,22,23,23,5,14,3,16,4,9,11,21,7,50
2024-06-07 07:05:00 - 2024-06-07 07:10:00,57,42,19,2,11,0,32,21,15,11,16,9,20,8,5,18,15,8,55
2024-06-07 07:10:00 - 2024-06-07 07:15:00,58,38,22,6,19,0,21,24,31,17,22,9,15,9,5,11,19,6,47
2024-06-07 07:15:00 - 2024-06-07 07:20:00,70,46,27,7,14,0,19,29,28,10,13,3,13,11,3,8,36,4,57
2024-06-07 07:20:00 - 2024-06-07 07:25:00,60,41,20,5,15,0,29,32,27,13,16,6,15,22,3,13,22,6,66
2024-06-07 07:25:00 - 2024-06-07 07:30:00,85,60,26,4,18,0,28,26,55,12,24,5,26,8,12,16,33,10,61
2024-06-07 07:30:00 - 2024-06-07 07:35:00,59,41,33,4,23,0,19,34,36,17,29,10,16,12,12,9,46,7,67
2024-06-07 07:35:00 - 2024-06-07 07:40:00,77,53,32,6,15,0,25,33,32,13,22,13,29,12,9,18,49,9,70
2024-06-07 07:40:00 - 2024-06-07 07:45:00,86,57,49,9,26,0,25,45,45,19,34,8,21,10,15,15,37,10,75
2024-06-07 07:45:00 - 2024-06-07 07:50:00,105,74,59,6,33,0,28,58,40,16,24,11,18,18,8,7,48,5,72
2024-06-07 07:50:00 - 2024-06-07 07:55:00,67,42,46,9,22,0,29,46,35,13,18,7,19,15,5,17,40,8,51
2024-06-07 07:55:00 - 2024-06-07 08:00:00,114,78,40,9,19,0,22,42,44,15,17,13,20,16,2,16,36,6,26
2024-06-07 08:00:00 - 2024-06-07 08:05:00,81,49,45,12,18,0,32,42,31,25,37,12,26,11,12,12,32,8,44
2024-06-07 08:05:00 - 2024-06-07 08:10:00,98,62,45,12,15,0,28,50,30,14,24,11,25,21,10,12,18,8,29
2024-06-07 08:10:00 - 2024-06-07 08:15:00,90,52,53,16,14,0,23,52,35,13,19,5,17,16,6,7,44,5,38
2024-06-07 08:15:00 - 2024-06-07 08:20:00,103,66,43,12,19,0,25,43,30,18,28,6,28,14,10,15,34,9,35
2024-06-07 08:20:00 - 2024-06-07 08:25:00,95,63,55,9,13,0,29,50,52,12,24,11,28,11,12,15,31,9,50
2024-06-07 08:25:00 - 2024-06-07 08:30:00,113,74,65,12,27,0,37,55,37,16,29,9,27,8,13,22,37,12,46
2024-06-07 08:30:00 - 2024-06-07 08:35:00,86,58,53,7,24,0,39,52,34,24,29,11,36,16,5,21,38,9,39
2024-06-07 08:35:00 - 2024-06-07 08:40:00,109,72,48,10,18,0,30,47,37,19,31,10,28,14,12,16,35,10,34
2024-06-07 08:40:00 - 2024-06-07 08:45:00,76,46,52,12,21,0,30,51,36,9,19,18,20,15,10,8,26,6,50
2024-06-07 08:45:00 - 2024-06-07 08:50:00,100,67,43,9,25,0,29,41,35,23,29,10,25,11,6,15,20,7,39
2024-06-07 08:50:00 - 2024-06-07 08:55:00,54,33,31,8,15,0,26,34,37,15,19,10,21,14,4,17,37,7,29
2024-06-07 08:55:00 - 2024-06-07 09:00:00,90,58,39,10,17,0,26,39,47,12,19,12,19,13,7,22,39,10,36
2024-06-07 09:00:00 - 2024-06-07 09:05:00,87,58,33,8,27,0,24,34,43,28,42,8,14,12,14,11,26,9,43
2024-06-07 09:05:00 - 2024-06-07 09:10:00,81,51,31,11,24,0,35,36,34,22,32,11,18,16,10,14,41,8,48
2024-06-07 09:10:00 - 2024-06-07 09:15:00,55,36,39,6,18,0,24,36,36,17,25,18,17,8,8,14,37,8,30
